TIC ID,Notes,Planet Radius (Earth Radii),Period (days),Transit Duration (Hours),Signal Detection Efficiency (SDE),Classification,Observed Sectors [String],N Sectors Observed,dist,ra,dec,eclat,eclong,Teff,logg,M_star,R_star,rho,Tmag,Vmag,Gmag,rmag,imag,Zmag,Hmag,Kmag
412650616,,,,,,,"Sector 16, Sector 17, Sector 24",3.0,18.642,329.644253087285,61.2849991372488,64.3206022784671,16.9162409153668,2887.0,5.2017,0.098,0.153,41.5191,13.2203,17.18,14.7744,,,,10.785,10.447
264040809,,,,,,,Sector 26,1.0,19.1641,271.161289667667,13.9039432163072,37.3375090201279,271.417859316224,3432.0,4.94257,0.25,0.262,11.2073,10.9239,13.219,12.1184,,,,8.882,8.639
428681517,,,,,,,"Sector 18, Sector 19, Sector 25, Sector 26",4.0,12.0872,47.7429271431671,73.7721352273802,53.0016446429433,71.8036823796688,3066.0,5.1421,0.126,0.172,31.1467,11.6089,15.15,13.0374,,,,9.409,9.083
268337013,,,,,,,"Sector  7, Sector  8",2.0,25.9785,116.384248193928,-48.2490355909053,-67.1862566789681,139.746083374919,3040.0,5.14117,0.151,0.189,31.0051,13.4189,16.73,14.8672,,,,11.033,10.738
55752859,,,,,,,"Sector 15, Sector 21, Sector 22",3.0,20.018,181.401520796008,56.3959554966492,50.3125228900253,150.043309177584,2951.0,5.09376,0.142,0.183,24.5485,12.775,16.13,14.2817,15.5327,13.5649,12.4973,10.162,9.847
196946817,,,,,,,"Sector 17, Sector 18",2.0,37.82,20.3494796274683,46.7936764778632,35.0327869835922,38.3783065252727,3315.0,4.92841,0.255,0.266,10.3937,12.4411,15.6,13.7179,14.3396,17.3182,12.2376,10.261,10.003
424389265,,,,,,,"Sector 14, Sector 15, Sector 16, Sector 17, Sector 18, Sector 19, Sector 20, Sector 21, Sector 22, Sector 23, Sector 24, Sector 25, Sector 26",13.0,23.2267,281.222872438476,74.1487646077387,81.5581901242209,68.7698214005327,2976.0,5.11622,0.098,0.153,27.4387,13.1488,16.44,14.6426,,,,10.626,10.324
284176996,,,,,,,Sector 19,1.0,29.0367,68.5663692786777,34.8254330500285,12.709205897952,72.090850087704,3553.0,4.84612,0.339,0.333,6.75099,11.0189,13.153,12.1381,,,,8.988,8.772
107018378,,,,,,,Sector 10,1.0,36.6717,182.92642437559,-32.5313632626858,-28.4417230293333,196.749236513618,3319.0,5.03236,,0.218553006649017,17.9779,13.0454,18.26,14.3226,,,,11.001,10.729
233640927,,,,,,,"Sector 16, Sector 23, Sector 24",3.0,21.1123,227.550065233513,46.4017796730742,60.0929929638997,201.011826137154,3181.0,5.07176,0.168,0.202,21.9835,12.3384,15.196,13.7025,14.5475,13.3027,12.1222,10.116,9.81
235564220,,,,,,,"Sector 16, Sector 23, Sector 24",3.0,16.4098,233.516048270193,51.3673452454459,66.4021311655588,201.978424728262,3173.0,4.9662,0.209,0.231,12.7087,11.1233,13.949,12.4868,14.5522,11.9524,11.2327,8.778,8.487
172517469,,,,,,,Sector 21,1.0,24.2843,142.560120202861,26.5069080479376,11.1324409918697,136.398495591387,3382.0,4.79904,0.416,0.399,5.33459,10.4184,12.857,11.6424,12.4071,11.0862,10.5568,8.284,8.02
393498876,,,,,,,Sector 14,1.0,23.3309,301.927731224279,18.9834544684815,38.1477028357461,309.486897485724,3296.0,4.88431,0.307,0.307,8.22921,11.0537,13.596,12.3388,,,,8.884,8.601
143456278,,,,,,,Sector 19,1.0,32.1749,63.7998223467001,39.6565712326646,18.1041369136424,69.0462315755546,3315.0,4.90352,0.278,0.284,9.10646,11.8656,14.07,13.1495,,,,9.703,9.453
237125962,,,,,,,"Sector 14, Sector 26",2.0,36.7029,277.50692138055,48.1043882735094,71.1359757000171,285.654142653295,3445.0,4.85916,0.286,0.29,7.21884,11.6279,13.919,12.8181,,,,9.616,9.384
405902579,,,,,,,"Sector 14, Sector 15, Sector 16",3.0,21.2847,301.434339946263,52.9716734258646,69.5290887697291,333.898668442068,3340.0,4.87736,0.301,0.302,7.93491,10.6881,13.211,11.9457,,,,8.607,8.346
407457205,,,,,,,"Sector 18, Sector 19, Sector 24, Sector 25",4.0,19.1275,5.870113592187,77.1892921713162,62.3283603604167,61.6439657533681,3626.0,4.75637,0.493,0.467,4.35015,9.35335,11.316,10.4206,,,,7.39,7.187
88099283,,,,,,,Sector 21,1.0,9.56662,148.479885814757,20.9463333877491,7.68805410560571,143.450612603559,3089.0,5.10574,0.137,0.18,26.0535,10.966,14.081,12.378,13.5146,11.7467,12.6686,8.6,8.326
