TIC ID,Notes,Planet Radius (Earth Radii),Period (days),Transit Duration (Hours),Signal Detection Efficiency (SDE),Classification,Observed Sectors [String],N Sectors Observed,dist,ra,dec,eclat,eclong,Teff,logg,M_star,R_star,rho,Tmag,Vmag,Gmag,rmag,imag,Zmag,Hmag,Kmag
22760643,,,,,,,Sector 10,1.0,15.834,185.755972024127,-46.619008970889,-39.7491375725524,207.272562972338,3219.0,4.9601,0.24,0.254,12.3031,10.8345,13.9,12.1693,,,,8.627,8.362
67072736,,,,,,,"Sector 16, Sector 17",2.0,17.8511,342.585486156638,51.6073389638324,52.4697601605699,13.4057584502579,3121.0,5.06126,0.153,0.191,20.8453,11.9602,15.46,13.3597,,,,9.653,9.372
38698751,,,,,,,"Sector  1, Sector  2, Sector  3, Sector  4, Sector  5, Sector  7, Sector  8, Sector  9, Sector 10, Sector 11, Sector 12, Sector 13",12.0,22.7705,66.3779118532966,-63.9300112899779,-79.8333326118345,3.9350274272823,2906.0,5.15728,0.129,0.174,33.528,13.4923,17.28,15.0367,,,,10.953,10.563
121158260,,,,,,,"Sector  4, Sector  5",2.0,36.49796,58.190597459615,-18.3697485205756,-37.5859417904851,50.8568097816894,3192.0,4.81869,0.205,0.228,5.87779,11.5586,14.371,12.918,,,,9.306,9.034
206361339,,,,,,,"Sector  1, Sector  2",2.0,19.4616,356.633556500652,-50.7242903527154,-44.0626076420581,331.57689783769,3195.0,5.01902,0.218,0.238,16.7776,11.737,14.491,13.0862,,,,9.508,9.256
369532126,,,,,,,Sector 16,1.0,35.2959,338.581221756345,33.5729078641611,38.9317571948941,355.63641688772,3258.0,4.89566,0.254,0.265,8.73586,12.0858,14.92,13.4024,,,,9.859,9.591
86888067,,,,,,,Sector 13,1.0,27.8078,272.431428038278,-47.3416709894456,-23.9175988416499,271.80212209773,3216.0,5.01265,0.194,0.22,16.23,12.5521,15.69,13.8943,,,,10.322,9.984
346594558,,,,,,,Sector 18,1.0,43.3343,55.2768902665026,27.7267872584012,7.90122163297947,59.4001806150898,3340.0,4.86662,0.236,0.252,7.503,12.2141,14.667,13.4748,,,,10.047,9.804
357388332,,,,,,,"Sector 15, Sector 16, Sector 21, Sector 22, Sector 23, Sector 24",6.0,67.36854,231.768954836478,61.6140216222711,72.8850166129885,178.574316895609,3322.0,4.83552,0.309,0.308,6.39665,12.181,14.705,13.471,,,,10.007,9.734
408261483,,,,,,,Sector 17,1.0,28.4105,18.0002760630391,15.0379237730885,6.85379146247239,22.3171180468133,2878.0,5.14867,0.119,0.167,32.1574,14.0596,18.13,15.6315,,,,11.351,10.984
